     22.0000 0.000000000000       1105           1.00
     23.0000 0.100000000000      16361           1.11
     24.0000 0.200000000000      24291           1.25
     25.0000 0.300000000000      42613           1.43
     25.0000 0.400000000000      42613           1.67
     26.0000 0.500000000000      56337           2.00
     26.0000 0.550000000000      56337           2.22
     27.0000 0.600000000000      73456           2.50
     27.0000 0.650000000000      73456           2.86
     27.0000 0.700000000000      73456           3.33
     27.0000 0.750000000000      73456           4.00
     27.0000 0.775000000000      73456           4.44
     28.0000 0.800000000000      82900           5.00
     28.0000 0.825000000000      82900           5.71
     28.0000 0.850000000000      82900           6.67
     28.0000 0.875000000000      82900           8.00
     29.0000 0.887500000000      88093           8.89
     29.0000 0.900000000000      88093          10.00
     29.0000 0.912500000000      88093          11.43
     29.0000 0.925000000000      88093          13.33
     30.0000 0.937500000000      90328          16.00
     30.0000 0.943750000000      90328          17.78
     30.0000 0.950000000000      90328          20.00
     30.0000 0.956250000000      90328          22.86
     31.0000 0.962500000000      91539          26.67
     31.0000 0.968750000000      91539          32.00
     31.0000 0.971875000000      91539          35.56
     32.0000 0.975000000000      92131          40.00
     32.0000 0.978125000000      92131          45.71
     33.0000 0.981250000000      92523          53.33
     34.0000 0.984375000000      92784          64.00
     34.0000 0.985937500000      92784          71.11
     35.0000 0.987500000000      92966          80.00
     36.0000 0.989062500000      93107          91.43
     37.0000 0.990625000000      93278         106.67
     38.0000 0.992187500000      93400         128.00
     39.0000 0.992968750000      93519         142.22
     39.0000 0.993750000000      93519         160.00
     40.0000 0.994531250000      93613         182.86
     41.0000 0.995312500000      93709         213.33
     42.0000 0.996093750000      93779         256.00
     42.0000 0.996484375000      93779         284.44
     43.0000 0.996875000000      93843         320.00
     43.0000 0.997265625000      93843         365.71
     44.0000 0.997656250000      93888         426.67
     45.0000 0.998046875000      93933         512.00
     45.0000 0.998242187500      93933         568.89
     45.0000 0.998437500000      93933         640.00
     46.0000 0.998632812500      93965         731.43
     47.0000 0.998828125000      93996         853.33
     47.0000 0.999023437500      93996        1024.00
     47.0000 0.999121093750      93996        1137.78
     48.0000 0.999218750000      94013        1280.00
     48.0000 0.999316406250      94013        1462.86
     49.0000 0.999414062500      94025        1706.67
     50.0000 0.999511718750      94037        2048.00
     50.0000 0.999560546875      94037        2275.56
     51.0000 0.999609375000      94043        2560.00
     52.0000 0.999658203125      94053        2925.71
     52.0000 0.999707031250      94053        3413.33
     53.0000 0.999755859375      94060        4096.00
     53.0000 0.999780273438      94060        4551.11
     53.0000 0.999804687500      94060        5120.00
     54.0000 0.999829101563      94062        5851.43
     55.0000 0.999853515625      94067        6826.67
     55.0000 0.999877929688      94067        8192.00
     55.0000 0.999890136719      94067        9102.22
     56.0000 0.999902343750      94069       10240.00
     56.0000 0.999914550781      94069       11702.86
     60.0000 0.999926757813      94072       13653.33
     60.0000 0.999938964844      94072       16384.00
     60.0000 0.999945068359      94072       18204.44
     61.0000 0.999951171875      94074       20480.00
     61.0000 0.999957275391      94074       23405.71
     61.0000 0.999963378906      94074       27306.67
     66.0000 0.999969482422      94075       32768.00
     66.0000 0.999972534180      94075       36408.89
     66.0000 0.999975585938      94075       40960.00
     66.0000 0.999978637695      94075       46811.43
     73.0000 0.999981689453      94076       54613.33
     73.0000 0.999984741211      94076       65536.00
     73.0000 0.999986267090      94076       72817.78
     73.0000 0.999987792969      94076       81920.00
     73.0000 0.999989318848      94076       93622.86
    183.0000 0.999990844727      94077      109226.67

