     22.0000 0.000000000000        110           1.00
     23.0000 0.100000000000      14724           1.11
     24.0000 0.200000000000      23003           1.25
     25.0000 0.300000000000      41084           1.43
     25.0000 0.400000000000      41084           1.67
     26.0000 0.500000000000      52186           2.00
     26.0000 0.550000000000      52186           2.22
     27.0000 0.600000000000      70992           2.50
     27.0000 0.650000000000      70992           2.86
     27.0000 0.700000000000      70992           3.33
     27.0000 0.750000000000      70992           4.00
     28.0000 0.775000000000      80805           4.44
     28.0000 0.800000000000      80805           5.00
     28.0000 0.825000000000      80805           5.71
     28.0000 0.850000000000      80805           6.67
     29.0000 0.875000000000      87199           8.00
     29.0000 0.887500000000      87199           8.89
     29.0000 0.900000000000      87199          10.00
     29.0000 0.912500000000      87199          11.43
     29.0000 0.925000000000      87199          13.33
     30.0000 0.937500000000      89616          16.00
     30.0000 0.943750000000      89616          17.78
     30.0000 0.950000000000      89616          20.00
     31.0000 0.956250000000      90888          22.86
     31.0000 0.962500000000      90888          26.67
     32.0000 0.968750000000      91552          32.00
     32.0000 0.971875000000      91552          35.56
     33.0000 0.975000000000      91982          40.00
     34.0000 0.978125000000      92282          45.71
     35.0000 0.981250000000      92540          53.33
     36.0000 0.984375000000      92755          64.00
     36.0000 0.985937500000      92755          71.11
     37.0000 0.987500000000      92924          80.00
     38.0000 0.989062500000      93077          91.43
     39.0000 0.990625000000      93213         106.67
     40.0000 0.992187500000      93343         128.00
     41.0000 0.992968750000      93432         142.22
     42.0000 0.993750000000      93523         160.00
     43.0000 0.994531250000      93609         182.86
     44.0000 0.995312500000      93690         213.33
     44.0000 0.996093750000      93690         256.00
     45.0000 0.996484375000      93751         284.44
     46.0000 0.996875000000      93810         320.00
     46.0000 0.997265625000      93810         365.71
     47.0000 0.997656250000      93850         426.67
     48.0000 0.998046875000      93882         512.00
     49.0000 0.998242187500      93919         568.89
     49.0000 0.998437500000      93919         640.00
     50.0000 0.998632812500      93938         731.43
     51.0000 0.998828125000      93958         853.33
     52.0000 0.999023437500      93976        1024.00
     52.0000 0.999121093750      93976        1137.78
     53.0000 0.999218750000      93989        1280.00
     53.0000 0.999316406250      93989        1462.86
     54.0000 0.999414062500      93999        1706.67
     56.0000 0.999511718750      94019        2048.00
     56.0000 0.999560546875      94019        2275.56
     56.0000 0.999609375000      94019        2560.00
     57.0000 0.999658203125      94027        2925.71
     57.0000 0.999707031250      94027        3413.33
     58.0000 0.999755859375      94033        4096.00
     58.0000 0.999780273438      94033        4551.11
     59.0000 0.999804687500      94037        5120.00
     59.0000 0.999829101563      94037        5851.43
     60.0000 0.999853515625      94040        6826.67
     61.0000 0.999877929688      94042        8192.00
     61.0000 0.999890136719      94042        9102.22
     62.0000 0.999902343750      94044       10240.00
     62.0000 0.999914550781      94044       11702.86
     64.0000 0.999926757813      94046       13653.33
     66.0000 0.999938964844      94047       16384.00
     66.0000 0.999945068359      94047       18204.44
     67.0000 0.999951171875      94049       20480.00
     67.0000 0.999957275391      94049       23405.71
     67.0000 0.999963378906      94049       27306.67
     68.0000 0.999969482422      94050       32768.00
     68.0000 0.999972534180      94050       36408.89
     68.0000 0.999975585938      94050       40960.00
     68.0000 0.999978637695      94050       46811.43
     70.0000 0.999981689453      94051       54613.33
     70.0000 0.999984741211      94051       65536.00
     70.0000 0.999986267090      94051       72817.78
     70.0000 0.999987792969      94051       81920.00
     70.0000 0.999989318848      94051       93622.86
     74.0000 0.999990844727      94052      109226.67

